"PageID","DescriptionURL","ImageURL","ImageSHA1","PixelHeight","PixelWidth","PaintingID","Artist","RealHeightInches","RealWidthInches","DensityHeight","DensityWidth","DensityRatio"
"9106795","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Zwei_B%C3%A4uerinnen_beim_Torfstechen.jpeg","http://upload.wikimedia.org/wikipedia/commons/4/41/Van_Gogh_-_Zwei_B%C3%A4uerinnen_beim_Torfstechen.jpeg","d0a4e31ed3a8752f9b344ad2321d62ef685a2af4","2880","3870","Van Gogh catalogues|F=19|JH=409","Vincent van Gogh","10.82677","14.37008","266.00727","269.30959","0.01241"
"9106908","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bauer,_Unkraut_verbrennend.jpeg","http://upload.wikimedia.org/wikipedia/commons/0/00/Van_Gogh_-_Bauer%2C_Unkraut_verbrennend.jpeg","befe9e91a37d6b0f54b5098e19901a89290a4b2d","2580","3402","Van Gogh catalogues|F=20|JH=417","Vincent van Gogh","12.00787","15.55118","214.85902","218.76152","0.01816"
"9107153","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weber_am_Webstuhl_-_(Profil_nach_rechts)2.jpeg","http://upload.wikimedia.org/wikipedia/commons/6/6c/Van_Gogh_-_Weber_am_Webstuhl_-_%28Profil_nach_rechts%292.jpeg","d80c893d2e6b0578ad93635e86df7bc4d9b2b51c","2178","1680","Van Gogh catalogues|F=1122|JH=454","Vincent van Gogh","10.23622","8.26772","212.77385","203.20000","0.04712"
"9107260","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weber_am_Webstuhl.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/3e/Van_Gogh_-_Weber_am_Webstuhl.jpeg","4bd3bda323014eec62047ac666257a42c1cba3ab","2634","3882","Van Gogh catalogues|F=1134|JH=481","Vincent van Gogh","10.62992","15.74803","247.79111","246.50700","0.00521"
"9108744","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Die_Kirche_von_Nuenen_mit_Kirchg%C3%A4ngern.jpeg","http://upload.wikimedia.org/wikipedia/commons/4/42/Van_Gogh_-_Die_Kirche_von_Nuenen_mit_Kirchg%C3%A4ngern.jpeg","12e9c3e6332b2ca1a378b1d5c2073775996dc56b","5076","3852","Van Gogh catalogues|F=25|JH=521","Vincent van Gogh","16.33858","12.59843","310.67566","305.75250","0.01610"
"9110201","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_vier_Kr%C3%BCgen,_Flasche_und_wei%C3%9Fen_Napf.jpeg","http://upload.wikimedia.org/wikipedia/commons/9/9f/Van_Gogh_-_Stillleben_mit_vier_Kr%C3%BCgen%2C_Flasche_und_wei%C3%9Fen_Napf.jpeg","d9aa6c6ca7583853cef3092619c793702cfdc4fa","3120","3870","Van Gogh catalogues|F=50|JH=529","Vincent van Gogh","12.99213","16.14173","240.14545","239.75122","0.00164"
"9141315","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_Bartmannkrug,_Kaffeem%C3%BChle_und_Pfeifenetui.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/39/Van_Gogh_-_Stillleben_mit_Bartmannkrug%2C_Kaffeem%C3%BChle_und_Pfeifenetui.jpeg","af11053fa530eeb10ebdca177288d3ef99491f66","3102","3870","Van Gogh catalogues|F=52|JH=535","Vincent van Gogh","13.38583","16.92913","231.73765","228.60000","0.01373"
"9281980","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Der_alte_Bahnhof_in_Eindhoven.jpeg","http://upload.wikimedia.org/wikipedia/commons/8/87/Van_Gogh_-_Der_alte_Bahnhof_in_Eindhoven.jpeg","ad3199248dfd5b535e67fef255c41af67b27f3c7","1392","2526","Van Gogh catalogues|F=67a|JH=602","Vincent van Gogh","5.31496","9.44882","261.90222","267.33500","0.02074"
"9361739","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Kopf_einer_jungen_B%C3%A4uerin_mit_dunkler_Haube.jpeg","http://upload.wikimedia.org/wikipedia/commons/b/b5/Van_Gogh_-_Kopf_einer_jungen_B%C3%A4uerin_mit_dunkler_Haube.jpeg","410b668850795fd1160893aa8fe449945c2332e3","3174","2028","Van Gogh catalogues|F=150|JH=650","Vincent van Gogh","15.35433","10.23622","206.71692","198.12000","0.04339"
"9362665","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Kopf_eines_jungen_Bauern_mit_M%C3%BCtze.jpeg","http://upload.wikimedia.org/wikipedia/commons/5/5f/Van_Gogh_-_Kopf_eines_jungen_Bauern_mit_M%C3%BCtze.jpeg","d71c84e007bd29e7b0dbbbcbdde0f550d89ce180","3318","2508","Van Gogh catalogues|F=163|JH=687","Vincent van Gogh","15.35433","12.00787","216.09538","208.86295","0.03463"
"9362687","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Kopf_eines_jungen_Bauern_mit_M%C3%BCtze2.jpeg","http://upload.wikimedia.org/wikipedia/commons/7/72/Van_Gogh_-_Kopf_eines_jungen_Bauern_mit_M%C3%BCtze2.jpeg","608770162c94756616eb4c6eccd71b3843251227","3997","2988","Van Gogh catalogues|F=165|JH=688","Vincent van Gogh","17.50000","13.20000","228.40000","226.36364","0.00900"
"9363025","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Landschaft_mit_Kirche_und_H%C3%A4usern.jpeg","http://upload.wikimedia.org/wikipedia/commons/d/df/Van_Gogh_-_Landschaft_mit_Kirche_und_H%C3%A4usern.jpeg","0b08762bb9f725526e425b1baa2c08ac849d8b46","2292","3858","Van Gogh catalogues|F=185a|JH=761","Vincent van Gogh","8.66142","14.56693","264.62182","264.84649","0.00085"
"9367533","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Kopf_einer_B%C3%A4uerin_mit_wei%C3%9Fer_Haube26.jpeg","http://upload.wikimedia.org/wikipedia/commons/4/4d/Van_Gogh_-_Kopf_einer_B%C3%A4uerin_mit_wei%C3%9Fer_Haube26.jpeg","a912c13b031eac569b5e65cf09c8f8fb437cd331","3264","2514","Van Gogh catalogues|F=81|JH=695","Vincent van Gogh","16.14173","12.40157","202.20878","202.71619","0.00251"
"9370435","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Landschaft_in_der_Abendd%C3%A4mmerung.jpeg","http://upload.wikimedia.org/wikipedia/commons/e/e0/Van_Gogh_-_Landschaft_in_der_Abendd%C3%A4mmerung.jpeg","8a28f9a677226e8acadc8d3c1e42351f2be09014","3198","3858","Van Gogh catalogues|F=191|JH=762","Vincent van Gogh","13.80000","16.90000","231.73913","228.28402","0.01514"
"9371066","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bauer_und_B%C3%A4uerin_beim_Kartoffelsetzen.jpeg","http://upload.wikimedia.org/wikipedia/commons/f/f7/Van_Gogh_-_Bauer_und_B%C3%A4uerin_beim_Kartoffelsetzen.jpeg","7fea9f6a8b764dc7bfe7931c440a165d376aefff","3180","3870","Van Gogh catalogues|F=129a|JH=727","Vincent van Gogh","13.00000","16.10000","244.61538","240.37267","0.01765"
"9371718","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Bauernhaus_mit_umgrabender_B%C3%A4uerin.jpeg","http://upload.wikimedia.org/wikipedia/commons/7/76/Van_Gogh_-_Bauernhaus_mit_umgrabender_B%C3%A4uerin.jpeg","87e03a29835db7912c967c7aa2d30c18e2d39171","2826","3882","Van Gogh catalogues|F=142|JH=807","Vincent van Gogh","12.32283","16.53543","229.33035","234.76857","0.02371"
"9372026","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_B%C3%A4uerin,_am_Herdfeuer_sitzend.jpeg","http://upload.wikimedia.org/wikipedia/commons/c/cb/Van_Gogh_-_B%C3%A4uerin%2C_am_Herdfeuer_sitzend.jpeg","68e636301d394316195bc1d86b216d86a070e025","2784","3876","Van Gogh catalogues|F=158|JH=792","Vincent van Gogh","11.61417","15.74803","239.70712","246.12600","0.02678"
"9378884","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Weizengarben_auf_einem_Feld.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/30/Van_Gogh_-_Weizengarben_auf_einem_Feld.jpeg","85fd331c2b7c5bdac473034a8512d95977ee0807","3336","2502","Van Gogh catalogues|F=193|JH=914","Vincent van Gogh","15.74803","11.81102","211.83600","211.83600","0.00000"
"9379187","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_Tontopf,_Flasche_und_Holzschuhen.jpeg","http://upload.wikimedia.org/wikipedia/commons/6/63/Van_Gogh_-_Stillleben_mit_Tontopf%2C_Flasche_und_Holzschuhen.jpeg","5faf1e575a40d3b15d4996a8eb2560fe9e36b366","3654","3876","Van Gogh catalogues|F=63|JH=920","Vincent van Gogh","15.35433","16.33858","237.97846","237.22988","0.00316"
"9386580","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_Gem%C3%BCse_und_Fr%C3%BCchten.jpeg","http://upload.wikimedia.org/wikipedia/commons/8/81/Van_Gogh_-_Stillleben_mit_Gem%C3%BCse_und_Fr%C3%BCchten.jpeg","412ab4368da307cb995e371047862f731694f708","2814","3870","Van Gogh catalogues|F=103|JH=928","Vincent van Gogh","12.79528","16.92913","219.92492","228.60000","0.03945"
"9386622","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_Apfelkorb1.jpeg","http://upload.wikimedia.org/wikipedia/commons/f/f0/Van_Gogh_-_Stillleben_mit_Apfelkorb1.jpeg","cb652c10d26f44b031a3eb9b52510254e1736f23","2928","3876","Van Gogh catalogues|F=101|JH=927","Vincent van Gogh","12.99213","17.12598","225.36727","226.32276","0.00424"
"9386855","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Blick_auf_Amsterdam_vom_Hauptbahnhof.jpeg","http://upload.wikimedia.org/wikipedia/commons/c/c8/Van_Gogh_-_Blick_auf_Amsterdam_vom_Hauptbahnhof.jpeg","50c922da506d795c030d54a16983cd62f56af19b","1860","2526","Van Gogh catalogues|F=113|JH=944","Vincent van Gogh","7.48031","10.03937","248.65263","251.60941","0.01189"
"9386980","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Das_Pfarrhaus_in_Nuenen.jpeg","http://upload.wikimedia.org/wikipedia/commons/f/f2/Van_Gogh_-_Das_Pfarrhaus_in_Nuenen.jpeg","b37f8bf128d647c6ba177184eb98c882541656b2","3018","3876","Van Gogh catalogues|F=182|JH=948","Vincent van Gogh","12.99213","16.92913","232.29455","228.95442","0.01459"
"9387451","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Kai_in_Antwerpen_mit_Schiffen.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/3f/Van_Gogh_-_Kai_in_Antwerpen_mit_Schiffen.jpeg","69aa901e70cc1d6adc3972529528c14235814edb","2910","3870","Van Gogh catalogues|F=211|JH=973","Vincent van Gogh","8.07087","10.62992","360.55610","364.06667","0.00974"
"9387502","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Sch%C3%A4del_mit_brennender_Zigarette.jpeg","http://upload.wikimedia.org/wikipedia/commons/9/95/Van_Gogh_-_Sch%C3%A4del_mit_brennender_Zigarette.jpeg","9a73c95e44f1960766a6d43a478ab5ce0b59213a","5082","3870","Van Gogh catalogues|F=212|JH=999","Vincent van Gogh","12.59843","9.64567","403.38375","401.21633","0.00540"
"9387711","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Akt_eines_sitzenden_kleinen_M%C3%A4dchens.jpeg","http://upload.wikimedia.org/wikipedia/commons/1/1e/Van_Gogh_-_Akt_eines_sitzenden_kleinen_M%C3%A4dchens.jpeg","620a0c3a63578d9e7f3443d0667bd27914fede66","3060","2496","Van Gogh catalogues|F=215|JH=1045","Vincent van Gogh","10.62992","8.85827","287.86667","281.77067","0.02163"
"9394743","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Gipstorso_(weiblich)1.jpeg","http://upload.wikimedia.org/wikipedia/commons/0/06/Van_Gogh_-_Gipstorso_%28weiblich%291.jpeg","0f40d5e0851e7825e6fb9114e1312b78da5df4e4","5082","3870","Van Gogh catalogues|F=216i|JH=1059","Vincent van Gogh","13.77953","10.62992","368.80800","364.06667","0.01302"
"9394799","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Gipstorso_(weiblich)4.jpeg","http://upload.wikimedia.org/wikipedia/commons/a/af/Van_Gogh_-_Gipstorso_%28weiblich%294.jpeg","08958c5b5c6cd2865d39676d0833ec3151f18d86","2526","1866","Van Gogh catalogues|F=216i|JH=1072","Vincent van Gogh","12.79528","9.44882","197.41662","197.48500","0.00035"
"9395004","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Gipsmodell_eines_Pferdes.jpeg","http://upload.wikimedia.org/wikipedia/commons/5/56/Van_Gogh_-_Gipsmodell_eines_Pferdes.jpeg","917ee94228e6acd59cbd318ed4e48c433a65d5f4","3096","3882","Van Gogh catalogues|F=216c|JH=1082","Vincent van Gogh","12.99213","16.14173","238.29818","240.49463","0.00922"
"9395122","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Selbstbildnis_mit_dunklem_Filzhut.jpeg","http://upload.wikimedia.org/wikipedia/commons/a/ac/Van_Gogh_-_Selbstbildnis_mit_dunklem_Filzhut.jpeg","574528bb21db2a34633d3e8a4cca46c797ffa732","5076","3876","Van Gogh catalogues|F=208a|JH=1089","Vincent van Gogh","16.30000","12.80000","311.41104","302.81250","0.02840"
"9395208","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Kleiner_Weg_am_Montmartre.jpeg","http://upload.wikimedia.org/wikipedia/commons/2/28/Van_Gogh_-_Kleiner_Weg_am_Montmartre.jpeg","1e4090d4dfd3926d6f54e59017c94be32c1d5052","5076","3660","Van Gogh catalogues|F=232|JH=1113","Vincent van Gogh","8.66142","6.29921","586.04727","581.02500","0.00864"
"9402635","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Stillleben_mit_B%C3%BCcklingen1.jpeg","http://upload.wikimedia.org/wikipedia/commons/6/66/Van_Gogh_-_Stillleben_mit_B%C3%BCcklingen1.jpeg","20290494bc10ddd573af4f0156624dd703be69d2","1902","3870","Van Gogh catalogues|F=283|JH=1120","Vincent van Gogh","8.30000","16.50000","229.15663","234.54545","0.02352"
"9402657","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Vase_mit_wei%C3%9Fen_Nelken_und_R%C3%B6schen_und_Flasche.jpeg","http://upload.wikimedia.org/wikipedia/commons/8/89/Van_Gogh_-_Vase_mit_wei%C3%9Fen_Nelken_und_R%C3%B6schen_und_Flasche.jpeg","eb21a54a8502ce757f82abc5e0086a91588864d4","3240","2532","Van Gogh catalogues|F=246|JH=1133","Vincent van Gogh","15.74803","12.59843","205.74000","200.97750","0.02370"
"9402859","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Le_Moulin_de_la_Galette.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/34/Van_Gogh_-_Le_Moulin_de_la_Galette.jpeg","ac787e1618daf9bbba731b484f1e716ce5bd5e7c","4638","3876","Van Gogh catalogues|F=274|JH=1115","Vincent van Gogh","18.10000","15.00000","256.24309","258.40000","0.00842"
"9403031","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Glas_mit_Rosen.jpeg","http://upload.wikimedia.org/wikipedia/commons/3/36/Van_Gogh_-_Glas_mit_Rosen.jpeg","f146f30328ba72e2981da8c1f706fc0ae99f5d3f","2982","2250","Van Gogh catalogues|F=218|JH=1144","Vincent van Gogh","13.77953","10.62992","216.40800","211.66667","0.02240"
"9403242","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Vase_mit_Nelken_und_anderen_Blumen.jpeg","http://upload.wikimedia.org/wikipedia/commons/e/e1/Van_Gogh_-_Vase_mit_Nelken_und_anderen_Blumen.jpeg","5a3a81e6f8fb1732fc8fc54de354e985f6a6672f","5052","3012","Van Gogh catalogues|F=596|JH=1135","Vincent van Gogh","24.01575","14.96063","210.36197","201.32842","0.04487"
"9403372","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Vase_mit_Nelken1.jpeg","http://upload.wikimedia.org/wikipedia/commons/e/ee/Van_Gogh_-_Vase_mit_Nelken1.jpeg","f732a3795859a2623b2f55e9c2b7eb997ffc5d50","3138","2532","Van Gogh catalogues|F=220|JH=1138","Vincent van Gogh","15.70000","12.80000","199.87261","197.81250","0.01041"
"9413420","http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Ein_Paar_Schuhe.jpeg","http://upload.wikimedia.org/wikipedia/commons/2/26/Van_Gogh_-_Ein_Paar_Schuhe.jpeg","f30df6349cc6919d408ee5b883c34e68af338efa","3174","3846","Van Gogh catalogues|F=255|JH=1124","Vincent van Gogh","14.76378","17.71654","214.98560","217.08533","0.00977"
